upc,product_type,price_excl_tax,price_incl_tax,tax,title,category,url,raw_availability,raw_reviews,in_stock,stock_count,number_of_reviews
904208d6aa64b655,Books,53.13,53.13,0.0,Aladdin and His Wonderful Lamp,Default,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,In stock (19 available),0,True,19,0
4c28def39d850cdf,Books,40.3,40.3,0.0,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,In stock (18 available),0,True,18,0
ccd9ffa25efabdea,Books,44.18,44.18,0.0,Wall and Piece,Art,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,In stock (18 available),0,True,18,0
6258a1f6a6dcfe50,Books,17.66,17.66,0.0,The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,In stock (18 available),0,True,18,0
3c039985229453bf,Books,31.05,31.05,0.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,In stock (18 available),0,True,18,0
5dada2b7be26bd03,Books,23.82,23.82,0.0,The Elephant Tree,Thriller,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,In stock (18 available),0,True,18,0
9f6568e9c95f60b0,Books,36.89,36.89,0.0,The Bear and the Piano,Childrens,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,In stock (18 available),0,True,18,0
6be3beb0793a53e7,Books,15.94,15.94,0.0,Sophie's World,Philosophy,https://books.toscrape.com/catalogue/sophies-world_966/index.html,In stock (18 available),0,True,18,0
668fe56b17cfcd4f,Books,33.29,33.29,0.0,Penny Maybe,Default,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,In stock (18 available),0,True,18,0
094b269567e1c300,Books,18.02,18.02,0.0,Maude (1883-1993):She Grew Up with the country,Default,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,In stock (18 available),0,True,18,0
19ed25f4641d5efd,Books,19.63,19.63,0.0,"In a Dark, Dark Wood",Mystery,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,In stock (18 available),0,True,18,0
be5cc846f45496fb,Books,52.22,52.22,0.0,Behind Closed Doors,Thriller,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,In stock (18 available),0,True,18,0
55f9da0c5eea2e10,Books,33.63,33.63,0.0,You can't bury them all: Poems,Poetry,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,In stock (17 available),0,True,17,0
b4fd5943413e089a,Books,57.31,57.31,0.0,Slow States of Collapse: Poems,Poetry,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,In stock (17 available),0,True,17,0
c8f7f0cb1abb9cac,Books,26.41,26.41,0.0,Reasons to Stay Alive,Nonfiction,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,In stock (17 available),0,True,17,0
b12b89017878a60d,Books,47.61,47.61,0.0,Private Paris (Private #10),Fiction,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,In stock (17 available),0,True,17,0
c27f6e1f185b0383,Books,23.11,23.11,0.0,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,In stock (17 available),0,True,17,0
acddfeab2a407640,Books,45.07,45.07,0.0,Without Borders (Wanderlove #1),New Adult,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,In stock (16 available),0,True,16,0
3ecb690d1542c568,Books,31.77,31.77,0.0,When We Collided,Contemporary,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,In stock (16 available),0,True,16,0
8d455c7539795d2a,Books,50.27,50.27,0.0,"We Love You, Charlie Freeman",Fiction,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,In stock (16 available),0,True,16,0
657fe5ead67a7767,Books,14.27,14.27,0.0,Untitled Collection: Sabbath Poems 2014,Poetry,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,In stock (16 available),0,True,16,0
d170b5a0da46380e,Books,44.18,44.18,0.0,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,In stock (16 available),0,True,16,0
7ae099f3898e0209,Books,18.78,18.78,0.0,Unicorn Tracks,Fantasy,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,In stock (16 available),0,True,16,0
9a9d6e9bc555731e,Books,25.52,25.52,0.0,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,In stock (16 available),0,True,16,0
09555be379ad9253,Books,16.28,16.28,0.0,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,In stock (16 available),0,True,16,0
7858914fad68493c,Books,31.12,31.12,0.0,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,In stock (16 available),0,True,16,0
51653ef291ab7ddc,Books,19.49,19.49,0.0,This One Summer,Sequential Art,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,In stock (16 available),0,True,16,0
709822d0b5bcb7f4,Books,17.27,17.27,0.0,Thirst,Fiction,https://books.toscrape.com/catalogue/thirst_946/index.html,In stock (16 available),0,True,16,0
4eed62cf5f8d8edf,Books,19.09,19.09,0.0,The Torch Is Passed: A Harding Family Story,Add a comment,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,In stock (16 available),0,True,16,0
b5ea0b5dabed25a8,Books,56.13,56.13,0.0,The Secret of Dreadwillow Carse,Childrens,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,In stock (16 available),0,True,16,0
142d767a56a9254d,Books,56.41,56.41,0.0,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,In stock (16 available),0,True,16,0
5ee94540d0749ea0,Books,56.5,56.5,0.0,The Past Never Ends,Mystery,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,In stock (16 available),0,True,16,0
cedf82b5086e4691,Books,45.22,45.22,0.0,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,In stock (16 available),0,True,16,0
7d385d34d12e60ff,Books,38.16,38.16,0.0,The Nameless City (The Nameless City #1),Sequential Art,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,In stock (16 available),0,True,16,0
d01ac97e2b8947c2,Books,54.11,54.11,0.0,The Murder That Never Was (Forensic Instincts #5),Fiction,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,In stock (16 available),0,True,16,0
aadee1c326d286e3,Books,42.96,42.96,0.0,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,In stock (16 available),0,True,16,0
31075275518532d7,Books,23.89,23.89,0.0,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,In stock (16 available),0,True,16,0
0da9aa9d24677fc0,Books,16.77,16.77,0.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,In stock (16 available),0,True,16,0
8c9e6bf2467d740d,Books,20.59,20.59,0.0,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,In stock (16 available),0,True,16,0
acd86a5426e21ca0,Books,37.13,37.13,0.0,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,In stock (16 available),0,True,16,0
a30b270e25489e5c,Books,56.06,56.06,0.0,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,In stock (16 available),0,True,16,0
bd261725b99f5983,Books,58.11,58.11,0.0,The Death of Humanity: and the Case for Life,Philosophy,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,In stock (16 available),0,True,16,0
43c6a960757cf559,Books,49.05,49.05,0.0,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,In stock (16 available),0,True,16,0
80cfab6bcff3a244,Books,40.76,40.76,0.0,The Art Forger,Add a comment,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,In stock (16 available),0,True,16,0
a3d2a4250807f1e9,Books,19.73,19.73,0.0,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,In stock (16 available),0,True,16,0
7d6d2a6c0276f81b,Books,32.24,32.24,0.0,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,In stock (16 available),0,True,16,0
87b0615b6e1f4d7b,Books,41.83,41.83,0.0,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,In stock (16 available),0,True,16,0
e6af5bf1163c1151,Books,39.58,39.58,0.0,Soul Reader,Default,https://books.toscrape.com/catalogue/soul-reader_926/index.html,In stock (16 available),0,True,16,0
6f78a0d744c35456,Books,39.25,39.25,0.0,Security,Horror,https://books.toscrape.com/catalogue/security_925/index.html,In stock (16 available),0,True,16,0
c849f0b2f5d6a742,Books,25.02,25.02,0.0,"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,In stock (16 available),0,True,16,0
53a3d11bb568cc8b,Books,51.04,51.04,0.0,"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,In stock (16 available),0,True,16,0
d7310206583a54b6,Books,19.83,19.83,0.0,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,In stock (16 available),0,True,16,0
c82a3e358c773c73,Books,50.4,50.4,0.0,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,In stock (16 available),0,True,16,0
0fa6dceead7ce47a,Books,13.61,13.61,0.0,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,In stock (16 available),0,True,16,0
0e691eda369f4e09,Books,13.34,13.34,0.0,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,In stock (16 available),0,True,16,0
e80f8e518b300dfe,Books,18.97,18.97,0.0,"Pop Gun War, Volume 1: Gift",Sequential Art,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,In stock (16 available),0,True,16,0
7392c0032f92d816,Books,36.28,36.28,0.0,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,In stock (16 available),0,True,16,0
9429b4d59c537af5,Books,10.16,10.16,0.0,Patience,Sequential Art,https://books.toscrape.com/catalogue/patience_916/index.html,In stock (16 available),0,True,16,0
889139b8e9c4cb36,Books,15.44,15.44,0.0,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,In stock (16 available),0,True,16,0
11809b1d323b3057,Books,48.41,48.41,0.0,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,In stock (16 available),0,True,16,0
9ffa38d3b832433a,Books,46.35,46.35,0.0,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,In stock (16 available),0,True,16,0
b757c0c361e689ce,Books,14.07,14.07,0.0,On a Midnight Clear,Add a comment,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,In stock (16 available),0,True,16,0
3c346ab1e76ae1f6,Books,14.86,14.86,0.0,Obsidian (Lux #1),Young Adult,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,In stock (16 available),0,True,16,0
784bc2279baa878d,Books,33.37,33.37,0.0,My Paris Kitchen: Recipes and Stories,Food and Drink,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,In stock (16 available),0,True,16,0
fa9610a50a1bf149,Books,56.4,56.4,0.0,Masks and Shadows,Fantasy,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,In stock (16 available),0,True,16,0
72f9d5be3472d34e,Books,14.02,14.02,0.0,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,In stock (16 available),0,True,16,0
460089f796fb3f82,Books,46.91,46.91,0.0,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,In stock (16 available),0,True,16,0
b6ee99bcf06fc91f,Books,45.61,45.61,0.0,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,In stock (16 available),0,True,16,0
57e5a4d515c8ce44,Books,19.92,19.92,0.0,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,In stock (16 available),0,True,16,0
7b75cc7f223791f4,Books,40.11,40.11,0.0,"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,In stock (16 available),0,True,16,0
228f74b74f3a08ae,Books,53.9,53.9,0.0,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,In stock (16 available),0,True,16,0
18ad3ed896c7ce05,Books,35.67,35.67,0.0,Join,Science Fiction,https://books.toscrape.com/catalogue/join_902/index.html,In stock (16 available),0,True,16,0
b136b1b180ca753a,Books,22.0,22.0,0.0,In the Country We Love: My Family Divided,Nonfiction,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,In stock (16 available),0,True,16,0
e4f74c16de34d440,Books,57.36,57.36,0.0,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,In stock (16 available),0,True,16,0
8d4eefad7a2b3915,Books,29.17,29.17,0.0,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Sequential Art,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,In stock (16 available),0,True,16,0
1c89ae5bb804e4de,Books,54.63,54.63,0.0,I am a Hero Omnibus Volume 1,Sequential Art,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,In stock (16 available),0,True,16,0
a6f99b9e687f9d46,Books,46.03,46.03,0.0,How to Be Miserable: 40 Strategies You Already Use,Self Help,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,In stock (16 available),0,True,16,0
2a97cffe61c3c4c7,Books,33.97,33.97,0.0,Her Backup Boyfriend (The Sorensen Family #1),Romance,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,In stock (16 available),0,True,16,0
f2df3bb043a8abb0,Books,22.11,22.11,0.0,"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,In stock (16 available),0,True,16,0
9beb96a2300109d7,Books,29.69,29.69,0.0,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,In stock (16 available),0,True,16,0
9e28048cea8d41f7,Books,15.97,15.97,0.0,First and First (Five Boroughs #3),Romance,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,In stock (16 available),0,True,16,0
7add3f8e49ec0826,Books,21.96,21.96,0.0,Fifty Shades Darker (Fifty Shades #2),Romance,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,In stock (16 available),0,True,16,0
311c0dd0e354a33e,Books,54.35,54.35,0.0,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,In stock (16 available),0,True,16,0
fce19f9b4a943f22,Books,37.97,37.97,0.0,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,In stock (16 available),0,True,16,0
09b6cc87e62c2c58,Books,51.99,51.99,0.0,Danganronpa Volume 1,Sequential Art,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,In stock (16 available),0,True,16,0
7267864328ae8b9d,Books,43.29,43.29,0.0,Crown of Midnight (Throne of Glass #2),Fantasy,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,In stock (16 available),0,True,16,0
8754c83ab2a7ae71,Books,36.72,36.72,0.0,"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,In stock (16 available),0,True,16,0
7b599c8bfcdd8d30,Books,17.08,17.08,0.0,Camp Midnight,Sequential Art,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,In stock (16 available),0,True,16,0
bee3672891cca906,Books,29.14,29.14,0.0,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,In stock (16 available),0,True,16,0
5ceb951f629700a2,Books,28.81,28.81,0.0,Burning,Young Adult,https://books.toscrape.com/catalogue/burning_884/index.html,In stock (16 available),0,True,16,0
74baabfc8fd84b38,Books,49.46,49.46,0.0,Bossypants,Default,https://books.toscrape.com/catalogue/bossypants_883/index.html,In stock (16 available),0,True,16,0
bdf415fd484ea8a7,Books,37.92,37.92,0.0,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,In stock (16 available),0,True,16,0
6d5300b2d8f37e07,Books,28.09,28.09,0.0,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,In stock (16 available),0,True,16,0
